"ID","rating"
11565,0
11590,0
11638,0
11685,1
11701,1
11717,0
11830,0
11835,0
11885,1
11892,0
11903,0
11916,0
11992,0
12000,0
12012,0
12019,1
12060,0
12070,1
12104,1
12149,1
12166,0
12175,0
12188,1
12198,1
12235,1
12257,1
12271,1
12303,1
12319,0
12347,0
12349,0
12383,1
12391,0
12393,0
12395,1
12424,1
12434,1
12463,1
12472,1
12478,1
12510,0
12534,1
12545,1
12573,1
12593,0
12595,0
12611,1
12622,0
12628,1
12651,0
12664,0
12799,0
12833,0
12841,1
12872,0
12987,1
12994,1
13002,1
13007,1
13042,0
13086,0
13092,1
13118,0
13133,1
13168,1
13181,1
13211,1
13265,1
13266,0
13271,1
13302,0
13373,0
13392,1
13395,0
13411,1
13469,1
13476,0
13529,0
13577,1
13580,0
13585,1
13594,1
13604,1
13611,0
13707,1
13712,0
13720,0
13724,1
13770,0
13777,1
13796,1
13845,1
13878,1
13883,1
13887,1
13899,0
13920,1
13922,1
13936,1
13942,1
13957,1
13964,1
13972,1
14023,0
14059,0
14064,1
14086,1
14102,0
14108,1
14115,1
14121,1
14148,1
14164,1
14183,1
14202,0
14217,0
14259,1
14275,1
14295,0
14359,1
14361,1
14383,1
14385,0
14398,0
14415,1
14441,0
14446,0
14466,1
14485,0
14525,0
14529,0
14570,0
14578,1
14630,1
14663,0
14680,0
14684,1
14687,0
14705,0
14715,1
14737,1
14776,1
14784,1
14792,1
14801,1
14838,0
14848,1
14864,1
14901,1
14912,0
14913,0
14923,0
14954,1
14995,1
15005,0
15013,0
15015,1
15038,1
15050,1
15088,0
15092,1
15103,0
15128,0
15200,1
15203,0
15226,1
15269,0
15291,1
15292,1
15306,1
15336,1
15364,0
15369,1
15399,1
15419,0
15428,1
15459,1
15465,1
15497,1
15500,1
15515,1
15525,1
15565,1
15567,1
15575,0
15580,0
15596,0
15631,0
15679,1
15703,0
15719,1
15721,1
15749,0
15769,0
15777,1
15795,1
15802,1
15836,0
15841,0
15858,1
15864,1
15965,1
15968,0
15972,0
15975,0
15990,1
16070,0
16114,0
16141,1
16175,0
16188,0
16258,0
16286,1
16289,1
16296,1
16332,1
16339,1
16363,0
16366,1
16370,0
16415,1
16495,1
16542,0
16563,1
16580,0
16596,1
16598,0
16610,1
16626,0
16636,1
16653,0
16663,0
16681,1
16697,1
16720,1
16745,1
16766,1
16785,0
16793,1
16805,0
16807,0
16825,1
16827,1
16838,1
16870,1
16883,0
16912,1
16965,1
17036,1
17047,1
17059,0
17085,0
17099,1
17123,0
17137,1
17167,1
17178,1
17181,0
17205,0
17212,0
17331,0
17337,0
17347,1
17367,0
17375,0
17377,0
17382,1
17411,1
17427,1
17447,1
17461,1
17468,0
17488,1
17530,1
17532,1
17584,1
17597,0
17599,0
17641,1
17645,1
17693,1
17756,1
17759,1
17767,1
17823,0
17858,1
17873,1
17882,1
17903,1
17975,1
18019,0
18029,1
18041,1
18053,1
18137,1
18170,1
18174,0
18179,0
18188,1
18196,1
18214,0
18277,1
18384,1
18441,1
18530,1
18532,0
18534,1
18539,1
18551,1
18557,1
18558,1
18559,0
18566,0
18616,1
18632,1
18635,0
18643,1
18648,1
18652,0
18660,1
18677,0
18697,1
18700,0
18724,1
18746,1
18767,1
18774,1
18785,0
18824,1
18833,0
18854,1
18870,0
18874,0
18881,0
18924,1
18955,1
18961,0
18968,0
18971,1
18988,0
18995,1
19015,1
19027,1
19059,0
19080,1
19108,0
19132,0
19156,1
19158,1
19169,1
19176,0
19224,1
19282,0
19315,0
19317,1
19324,0
19333,1
19358,1
19407,0
19428,1
19444,1
19464,1
19490,1
19500,0
19539,1
19565,1
19575,0
19642,0
19657,1
19691,1
19714,1
19719,1
19735,0
19809,0
19816,1
19820,1
19844,0
19853,1
19874,1
19878,0
19912,1
19940,0
19952,0
19993,0
19995,0
20007,1
20020,0
20022,1
20088,1
20167,1
20185,0
20228,1
20250,1
20253,1
20265,1
20287,0
20305,1
20307,0
20316,1
20372,1
20390,1
20430,0
20432,1
20447,0
20480,1
20494,0
20519,1
20539,1
20546,1
20566,1
20568,0
20579,0
20593,1
20631,1
20638,0
20640,0
20642,1
20660,0
20671,1
20679,0
20734,0
20746,0
20788,1
20790,1
20794,1
20801,0
20890,0
20917,1
20949,1
20956,0
20987,1
21012,0
21023,1
21051,1
21053,1
21063,1
21069,0
21082,1
21128,1
21148,1
21160,1
21169,0
21203,1
21223,1
21239,1
21241,1
21249,1
21294,0
21314,0
21348,1
21381,0
21405,0
21415,1
21484,0
21565,1
21573,1
21602,1
21638,0
21641,1
21645,1
21659,1
21675,1
21699,1
21766,1
21793,0
21831,1
21835,1
21852,1
21860,0
21867,0
21876,0
21916,0
21993,0
22028,0
22035,1
22042,1
22054,1
22060,1
22122,1
22123,1
22137,1
22140,1
22165,0
22169,0
22175,0
22177,1
22178,0
22237,1
22260,1
22267,0
22274,1
22289,1
22312,1
22322,1
22326,1
22343,0
22347,0
22385,1
22415,0
22431,0
22488,0
22498,1
22509,1
22540,1
22543,0
22590,0
22610,0
22723,0
22734,0
22746,1
22776,1
22780,1
22783,0
22788,1
22817,0
22838,0
22839,0
22880,1
22881,1
22893,1
22916,0
22928,1
22936,0
22967,1
22990,0
23025,1
23029,1
23095,1
23120,0
23140,0
23166,0
23199,1
23203,0
23204,1
23237,0
23246,1
23290,0
23302,1
23351,0
23362,1
23363,0
23438,0
23445,1
23463,1
23480,1
23528,0
23544,1
23566,0
23589,0
23595,1
23609,0
23628,0
23647,1
23678,0
23725,0
23787,0
23791,1
23816,0
23862,0
23865,1
23867,0
23895,1
23927,0
23929,1
23947,1
23948,1
24001,1
24015,1
24050,0
24093,0
24116,1
24156,1
24174,1
24177,0
24187,0
24195,1
24257,1
24279,0
24291,1
24302,0
24304,1
24308,1
24313,1
24318,1
24322,0
24344,1
24354,1
24386,0
24405,0
24429,1
24433,0
24434,1
24494,0
24528,0
24564,1
24581,1
24621,1
24655,0
24656,0
24683,0
24703,0
24721,1
24725,1
24738,0
24796,0
24829,0
24849,1
24853,0
24887,0
24891,1
24912,1
24913,1
24917,0
25011,1
25046,0
25047,1
25065,1
25108,1
25127,1
25220,1
25232,0
25254,1
25269,0
25272,1
25289,0
25298,0
25316,0
25350,1
25353,1
25393,1
25395,0
25458,0
25470,1
25475,1
25478,1
25562,1
25587,0
25617,1
25621,0
25671,1
25677,1
25682,1
25705,0
25713,0
25730,1
25743,1
25769,1
25794,1
25804,0
25812,1
25853,1
25904,1
25905,1
25949,1
25955,1
25964,1
25975,1
26021,0
26024,0
26033,1
26039,1
26084,0
26096,1
26112,1
26120,1
26141,1
26147,1
26170,1
26174,1
26184,0
26200,0
26211,1
26213,1
26295,1
26310,0
26318,1
26330,1
26388,1
26398,1
26408,1
26464,1
26470,1
26483,0
26535,0
26551,1
26557,0
26570,1
26575,0
26580,1
26587,0
26599,0
26603,1
26626,0
26630,1
26663,1
26674,0
26697,1
26739,1
26770,0
26797,1
26821,1
26837,1
26843,1
26862,1
26878,0
26884,1
26890,0
26905,1
26919,0
26926,0
26936,0
26967,0
26972,1
26983,0
26989,0
27014,1
27052,1
27079,1
27104,1
27119,0
27128,0
27225,1
27261,0
27262,1
27311,1
27324,0
27325,1
27327,0
27343,0
27373,0
27408,0
27447,1
27464,1
27465,1
27538,1
27556,0
27586,0
27595,0
27625,0
27638,1
27657,1
27678,1
27700,1
27710,1
27716,0
27739,0
27803,1
27835,1
27879,1
27908,1
27909,0
27934,1
27946,0
27975,0
28018,1
28022,0
28039,1
28041,0
28042,0
28087,0
28116,0
28127,1
28130,0
28153,1
28180,1
28184,0
28196,0
28200,0
28223,1
28225,1
28232,0
28240,1
28265,0
28288,1
28297,1
28336,0
28339,1
28349,1
28393,0
28439,0
28445,1
28454,0
28476,1
28515,1
28553,1
28590,1
28602,1
28646,1
28647,0
28686,1
28688,1
28693,0
28708,1
28747,0
28787,1
28870,1
28873,1
28893,1
28917,1
28938,1
28949,0
28992,1
29018,1
29077,0
29085,1
29106,0
29107,1
29115,1
29168,0
29200,0
29259,0
29269,1
29288,1
29296,1
29315,1
29351,1
29407,1
29427,1
29478,1
29487,1
29539,1
29542,1
29557,1
29597,0
29599,1
29600,1
29634,1
29636,1
29652,1
29669,1
29675,0
29693,0
29711,0
29774,0
29789,0
29795,1
29815,1
29818,1
29827,1
29885,1
29915,1
29926,0
29934,0
29971,1
29992,1
30033,0
30034,1
30067,0
30114,0
30143,1
30154,1
30171,1
30220,1
30225,0
30235,1
30256,1
30329,0
30333,1
30472,0
30488,0
30518,1
30546,0
30587,0
30597,1
30599,1
30600,0
30608,0
30626,1
30656,1
30767,0
30780,1
30788,0
30802,0
30805,1
30808,0
30819,0
30840,1
30845,1
30860,1
30927,0
30939,1
30945,1
30974,0
30988,1
31037,0
31040,1
31055,1
31067,1
31097,1
31124,1
31150,0
31160,1
31181,1
31201,1
31206,1
31238,0
31257,0
31273,1
31304,1
31360,1
31393,1
31461,1
31479,1
31504,0
31546,1
31566,1
31622,1
31628,0
31648,1
31663,1
31664,1
31713,0
31714,1
31715,1
31729,1
31782,1
31793,1
31844,0
31881,1
31888,1
31938,1
31945,1
31956,0
31960,1
32068,1
32084,0
32088,1
32120,0
32140,0
32162,0
32166,0
32180,1
32208,1
32243,1
32265,1
32290,1
32361,1
32388,1
32402,1
32412,1
32429,0
32441,1
32515,0
32545,1
32561,1
32576,1
32638,0
32641,1
32648,0
32651,0
32659,0
32669,1
32743,0
32764,1
32779,1
32789,0
32826,1
32849,0
32900,0
32917,1
32933,1
32946,1
32955,1
32985,1
33006,1
33036,1
33080,1
33086,0
33096,1
33130,1
33142,0
33173,0
33192,1
33196,1
33197,0
33209,1
33216,0
33267,0
33275,1
33292,0
33338,0
33342,1
33372,1
33396,0
33424,1
33443,0
33464,1
33470,1
33493,1
33516,1
33543,0
33598,1
33622,0
33633,1
33636,1
33653,1
33714,1
33731,1
33736,1
33747,0
33757,1
33790,1
33794,1
33802,1
33807,0
33832,0
33836,0
33845,0
33891,0
33909,0
33911,0
33918,1
33965,1
33988,1
33999,1
34019,0
34031,1
34084,1
34100,0
34123,0
34195,0
34221,1
34239,1
34256,0
34267,1
34298,0
34311,1
34314,0
34358,1
34361,1
34366,1
34383,0
34384,1
34398,1
34421,0
34446,1
34490,1
34497,0
34542,0
34562,0
34592,0
34594,0
34669,1
34673,1
34694,1
34705,1
34708,1
34727,0
34757,1
34789,0
34790,0
34795,0
34801,1
34803,0
34807,1
34813,1
34848,1
34850,0
34902,1
34936,1
34972,1
34979,1
34983,1
35003,1
35016,1
35028,1
35040,0
35046,0
35051,0
35052,0
35057,0
35134,0
35136,1
35180,1
35293,0
35307,1
35360,1
35362,1
35368,1
35397,1
35449,1
35531,1
35533,0
35534,0
35535,0
35539,1
35577,1
35582,1
35655,0
35743,0
35761,1
35780,1
35795,0
35810,1
35817,0
35824,0
35827,0
35863,0
35875,1
35884,0
35913,0
35940,0
35952,1
35953,1
35988,1
35997,1
36006,0
36007,0
36021,1
36028,1
36073,1
36095,1
36130,0
36153,1
36179,0
36186,1
36194,1
36199,1
36209,0
36228,0
36242,0
36272,1
36274,1
36296,0
36298,1
36302,0
36338,0
36376,0
36414,1
36438,0
36481,0
36491,1
36494,0
36510,1
36520,1
36521,1
36528,1
36592,1
36639,1
36651,0
36663,0
36666,0
36673,1
36695,1
36699,1
36756,0
36797,0
36803,0
36810,1
36850,0
36890,0
36917,0
36920,1
36925,1
36951,1
36983,1
36999,1
37027,1
37038,0
37053,1
37079,1
37111,0
37143,0
37147,1
37159,1
37192,0
37200,1
37238,1
37277,1
37318,1
37325,1
37350,0
37373,0
37380,0
37398,0
37417,1
37430,1
37433,1
37445,0
37488,1
37506,1
37555,1
37564,1
37586,1
37589,0
37605,0
37607,1
37625,0
37635,1
37644,1
37649,1
37659,0
37667,1
37670,1
37682,0
37683,0
37690,1
37701,1
37732,1
37738,1
37769,1
37770,1
37781,1
37783,1
37812,1
37833,1
37839,0
37871,1
37873,1
37927,0
37950,0
37968,1
37988,0
37992,1
38029,1
38044,1
38073,1
38079,0
38083,0
38084,0
38141,0
38201,1
38308,1
38321,0
38345,1
38394,0
38397,1
38401,1
38403,0
38423,0
38481,1
38493,1
38507,0
38512,0
38520,1
38527,0
38538,0
38571,0
38611,1
38640,1
38648,0
38653,1
38680,1
38701,1
38722,1
38732,1
38733,1
38762,1
38785,1
38802,0
38825,0
38845,1
38852,0
38878,1
38886,1
38889,1
38906,1
38971,1
39000,0
39026,1
39032,1
39044,1
39050,1
39059,1
39066,0
39084,1
39129,0
39184,1
39189,1
39240,1
39257,0
39315,1
39322,1
39342,0
39351,1
39362,1
39371,1
39372,1
39389,1
39422,0
39451,1
39485,1
39490,1
39502,1
39526,1
39570,0
39576,1
39578,1
39615,1
39697,0
39808,0
39821,1
39831,1
39841,1
39882,0
39886,0
39891,1
39903,0
39912,1
39966,1
39985,1
39994,0
39995,0
40005,1
40042,1
40048,1
40049,0
40058,1
40059,0
40074,0
40076,0
40083,0
40097,0
40133,0
40178,0
40185,1
40206,1
40207,1
40218,1
40248,1
40264,0
40267,1
40306,0
40343,0
40348,1
40412,1
40413,1
40420,1
40425,0
40470,0
40499,1
40529,0
40558,1
40562,1
40592,0
40615,0
40622,0
40640,0
40700,0
40706,1
40716,1
40743,0
40772,0
40804,1
40827,1
40829,0
40850,0
40853,1
40860,1
40949,1
40963,1
40979,1
40990,1
41033,0
41054,0
41055,0
41078,1
41080,1
41085,1
41095,1
41178,1
41204,0
41224,1
41225,1
41248,0
41250,0
41261,1
41311,0
41321,0
41322,1
41368,1
41430,1
41467,0
41497,1
41512,1
41528,1
41533,1
41612,1
41624,0
41626,1
41651,1
41669,0
41679,1
41681,1
41710,1
41711,0
41786,0
41838,1
41840,0
41890,0
41899,1
41907,0
41911,0
41918,1
41927,0
41952,1
41973,1
42006,0
42014,1
42032,0
42093,0
42094,1
42163,0
42188,1
42207,0
42237,0
42260,0
42276,0
42287,1
42396,1
42422,0
42447,0
42480,1
42483,0
42487,0
42492,1
42497,1
42555,0
42559,1
42596,1
42633,1
42650,1
42659,1
42668,0
42682,1
42697,1
42719,1
42731,0
42741,1
42742,0
42779,1
42781,0
42786,0
42834,1
42886,1
42908,0
42919,1
42920,0
42939,0
42952,1
42958,1
42962,0
43030,0
43067,0
43074,0
43154,0
43160,0
43168,1
43187,0
43204,0
43219,1
43221,1
43233,0
43237,1
43265,0
43279,1
43289,0
43305,0
43309,0
43310,1
43315,1
43316,0
43319,1
43350,1
43359,1
43442,1
43452,1
43491,1
43526,1
43555,0
43572,0
43573,1
43590,0
43597,0
43614,1
43626,0
43693,1
43715,1
43721,1
43731,1
43821,1
43828,1
43887,0
43902,1
43936,1
43948,0
43951,0
43999,1
44001,1
44008,0
44041,1
44043,0
44053,0
44066,1
44086,1
44087,1
44091,1
44108,1
44136,0
44148,1
44160,0
44179,0
44198,1
44200,0
44244,1
44250,1
44290,1
44304,1
44372,0
44467,1
44488,1
44514,0
44517,1
44535,1
44536,1
44589,0
44617,1
44631,0
44642,0
44663,1
44674,1
44681,0
44684,0
44694,1
44699,1
44712,0
44716,0
44789,1
44814,1
44816,0
44852,1
44906,0
44947,0
44964,1
